"","clust","gene.name","tail.prob.phi","class.phi","estimated.dispersion"
"1",2,"Gm34866",0.760217983651235,"DD",0.0126117282757767
"2",2,"Kcnh8",0.760217983651235,"DD",0.883116389817583
"3",2,"Gm14133",0.761126248864678,"DD",0.00818836726162044
"4",2,"Gm15517",0.761126248864678,"DD",0.0099340280014051
"5",2,"Fbll1",0.761126248864678,"DD",12.4513650028149
"6",2,"Fam46a",0.76203451407812,"DD",0.00975156550398281
"7",2,"Crhbp",0.76203451407812,"DD",0.0110049584621345
"8",2,"Gm26802",0.762942779291563,"DD",0.00943137115780723
"9",2,"Crmp1",0.763851044505005,"DD",35.6584649794502
"10",2,"2310067P03Rik",0.764759309718447,"DD",0.00822833628367024
"11",2,"Rassf10",0.76566757493189,"DD",0.00930056565289923
"12",2,"Mecom",0.766575840145332,"DD",0.00978178957890311
"13",2,"Cox6b2",0.766575840145332,"DD",0.206214002326553
"14",2,"Kctd14",0.766575840145332,"DD",0.0597019506919866
"15",2,"Trpm2",0.766575840145332,"DD",0.506593548960751
"16",2,"Dmtn",0.768392370572217,"DD",0.948058074640159
"17",2,"Calhm2",0.768392370572217,"DD",0.0103319973999296
"18",2,"Helt",0.769300635785659,"DD",0.00975603732858149
"19",2,"Rin3",0.770208900999101,"DD",0.00949584512412097
"20",2,"C330021F23Rik",0.771117166212544,"DD",0.00893594056918325
"21",2,"Lyl1",0.771117166212544,"DD",0.0107312666299133
"22",2,"Dlgap1",0.771117166212544,"DD",0.453329128920673
"23",2,"Pcnx2",0.772025431425986,"DD",0.72505661637062
"24",2,"Gm26796",0.772025431425986,"DD",0.00971468900665296
"25",2,"Mlf1",0.772933696639428,"DD",0.059920469066648
"26",2,"4932443L11Rik",0.772933696639428,"DD",0.00943306697578875
"27",2,"Spink2",0.773841961852871,"DD",0.0116467824437213
"28",2,"Mt2",0.773841961852871,"DD",5.52671698059853
"29",2,"Cnrip1",0.773841961852871,"DD",15.8772995485301
"30",2,"Vmn1r218",0.773841961852871,"DD",0.00937719813705764
"31",2,"March4",0.775658492279755,"DD",0.438862734787417
"32",2,"P2rx5",0.775658492279755,"DD",0.558806094010261
"33",2,"Sox9",0.775658492279755,"DD",0.332528000811619
"34",2,"Arhgap24",0.776566757493198,"DD",0.0111866041975413
"35",2,"Nos1",0.776566757493198,"DD",2.3469359463547
"36",2,"A230087F16Rik",0.77747502270664,"DD",1.14679110403404
"37",2,"Sparcl1",0.778383287920082,"DD",0.51189135397355
"38",2,"Wwtr1",0.779291553133525,"DD",0.150563592656408
"39",2,"Kcnma1",0.779291553133525,"DD",0.603452211977136
"40",2,"Fank1",0.780199818346967,"DD",0.56458426628254
"41",2,"Selenop",0.780199818346967,"DD",0.0114319585053245
"42",2,"Ctsh",0.783832879200736,"DD",0.010740556661696
"43",2,"Hist1h2bj",0.783832879200736,"DD",0.160515434905495
"44",2,"Ezr",0.783832879200736,"DD",0.707244681556829
"45",2,"Gpr12",0.784741144414179,"DD",0.640487305994527
"46",2,"Etl4",0.785649409627621,"DD",0.21018036686434
"47",2,"Kctd13",0.788374205267948,"DD",57.7736273800009
"48",2,"Diras1",0.788374205267948,"DD",4.50328533921273
"49",2,"Chst8",0.791099000908275,"DD",4.45177161123766
"50",2,"Gdap1l1",0.793823796548602,"DD",18.7375181651896
"51",2,"Luzp2",0.793823796548602,"DD",0.564051798907905
"52",2,"Jph3",0.793823796548602,"DD",2.06669407238436
"53",2,"Robo1",0.793823796548602,"DD",4.54737829927993
"54",2,"Foxp2",0.794732061762044,"DD",0.327527636543613
"55",2,"Apba2",0.794732061762044,"DD",28.2047340180259
"56",2,"Slit3",0.795640326975487,"DD",0.735631998822281
"57",2,"Ndrg4",0.796548592188929,"DD",8.53461021642098
"58",2,"Tmem200a",0.797456857402371,"DD",0.549251946789286
"59",2,"Scn3b",0.799273387829256,"DD",2.52651189776521
