"","clust","gene.name","tail.prob.phi","class.phi","estimated.dispersion"
"1",4,"Foxr1",0.761126248864678,"DD",0.0161268019780379
"2",4,"Pabpc5",0.762942779291563,"DD",0.0172877660932362
"3",4,"Fank1",0.762942779291563,"DD",0.019389175143405
"4",4,"Gm10687",0.762942779291563,"DD",0.0145391245539553
"5",4,"Rhoj",0.762942779291563,"DD",0.0154174016967727
"6",4,"Cacna1e",0.763851044505005,"DD",0.0151603410688343
"7",4,"Gm38944",0.764759309718447,"DD",0.0189653736866665
"8",4,"Rassf10",0.76566757493189,"DD",0.0183709969804112
"9",4,"Nxph1",0.766575840145332,"DD",0.0436269963502355
"10",4,"Vit",0.766575840145332,"DD",0.0156364888177779
"11",4,"Creg2",0.768392370572217,"DD",0.0191875835929747
"12",4,"Thbs1",0.769300635785659,"DD",0.0157880709752173
"13",4,"Arhgap24",0.769300635785659,"DD",0.0160485077390492
"14",4,"Rasgrf1",0.769300635785659,"DD",0.0201764200536798
"15",4,"Rnf207",0.770208900999101,"DD",0.0180587913315213
"16",4,"Glra2",0.771117166212544,"DD",0.0184448104225803
"17",4,"Slc18a3",0.771117166212544,"DD",0.0130833332158018
"18",4,"Lrrfip1",0.772025431425986,"DD",0.239632267763577
"19",4,"Ptpn14",0.772025431425986,"DD",0.0214738446068355
"20",4,"Msx3",0.772025431425986,"DD",0.0364025930386106
"21",4,"Kifc3",0.772025431425986,"DD",0.0166943872719038
"22",4,"Dnm3",0.772933696639428,"DD",0.0165866362573235
"23",4,"Creb3l1",0.773841961852871,"DD",0.0147935837598985
"24",4,"Kcnk3",0.774750227066313,"DD",0.0413807947933261
"25",4,"Dact2",0.775658492279755,"DD",0.0167966627481413
"26",4,"Nr4a3",0.776566757493198,"DD",0.0160289531575917
"27",4,"Prph",0.782924613987294,"DD",0.0378401835824928
"28",4,"Cpne5",0.783832879200736,"DD",0.050650713435278
"29",4,"Nanog",0.784741144414179,"DD",0.0162635206683717
"30",4,"Ramp2",0.795640326975487,"DD",0.0165688067327664
"31",4,"Rnase4",0.801089918256141,"DD",0.0181687224008807
"32",4,"Trdn",0.814713896457776,"DD",0.99748236950856
"33",4,"Olfml3",0.817438692098103,"DD",0.0167250325588469
"34",4,"Serping1",0.889191643960048,"DD",31.7964957288353
"35",4,"Dctd",0.938237965485934,"DD",0.197963048780874
