"","clust","gene.name","tail.prob.phi","class.phi","estimated.dispersion"
"1",8,"Dusp16",0.760217983651235,"DD",0.2236904088883
"2",8,"Gm38534",0.760217983651235,"DD",0.223275716962502
"3",8,"3632451O06Rik",0.761126248864678,"DD",0.24870668260869
"4",8,"Kif20a",0.761126248864678,"DD",0.222090038846118
"5",8,"Olfr655",0.76203451407812,"DD",0.22911532709323
"6",8,"Vps8",0.762942779291563,"DD",0.263254641294016
"7",8,"1700026J14Rik",0.764759309718447,"DD",0.271241822911166
"8",8,"Serpina3f",0.76566757493189,"DD",0.224323958572976
"9",8,"Retn",0.767484105358774,"DD",0.247736388670306
"10",8,"Cdh4",0.768392370572217,"DD",0.211863149083238
"11",8,"Gm16104",0.769300635785659,"DD",0.606706180572332
"12",8,"Gm10425",0.770208900999101,"DD",0.229826862898919
"13",8,"Gm38102",0.771117166212544,"DD",0.199426583119608
"14",8,"Hmmr",0.771117166212544,"DD",0.250111851670857
"15",8,"Zic4",0.772025431425986,"DD",1.26391298993968
"16",8,"4930550C14Rik",0.772933696639428,"DD",0.238943068293429
"17",8,"Tc2n",0.774750227066313,"DD",0.206538244050958
"18",8,"Lrrn2",0.775658492279755,"DD",0.247446503413939
"19",8,"Txlnb",0.775658492279755,"DD",0.207351556173345
"20",8,"P2rx5",0.775658492279755,"DD",0.295840038644747
"21",8,"Cfap206",0.776566757493198,"DD",0.231540508541275
"22",8,"Tmprss7",0.77747502270664,"DD",0.694770640377828
"23",8,"Rgs4",0.778383287920082,"DD",0.610690208755846
"24",8,"Cpeb1",0.778383287920082,"DD",0.239325618529637
"25",8,"Troap",0.778383287920082,"DD",0.257572401798353
"26",8,"Kcnma1",0.779291553133525,"DD",0.232993088206471
"27",8,"Gad2",0.782016348773852,"DD",0.219128704652249
"28",8,"Gsx2",0.782924613987294,"DD",0.207284630296648
"29",8,"Ptcra",0.783832879200736,"DD",0.614678063947988
"30",8,"Gm7967",0.784741144414179,"DD",0.286257862634527
"31",8,"Rax",0.784741144414179,"DD",0.206341056307263
"32",8,"Gm10457",0.785649409627621,"DD",0.243880131227203
"33",8,"Dynlrb2",0.787465940054506,"DD",0.221891397495824
"34",8,"Mpzl2",0.787465940054506,"DD",0.254613955574591
"35",8,"Sp9",0.788374205267948,"DD",0.231073807827056
"36",8,"Zfp804a",0.788374205267948,"DD",0.251411310683926
"37",8,"Ngf",0.793823796548602,"DD",0.28199685778047
"38",8,"Slit3",0.795640326975487,"DD",0.243496080237526
"39",8,"Ifi27",0.795640326975487,"DD",0.266968174065782
"40",8,"Spem1",0.796548592188929,"DD",1.32948290365379
"41",8,"Cdo1",0.799273387829256,"DD",0.235027073655361
"42",8,"Ttk",0.801089918256141,"DD",0.221938465667134
"43",8,"Zic1",0.801998183469583,"DD",3.97389199085614
"44",8,"Plac8",0.802906448683025,"DD",0.253268395391938
"45",8,"Ccdc18",0.803814713896468,"DD",0.265677632233665
"46",8,"2310067P03Rik",0.809264305177122,"DD",0.49922619322239
"47",8,"Pnpla3",0.813805631244333,"DD",0.703568495323993
"48",8,"Ccno",0.817438692098103,"DD",0.233649174589119
"49",8,"Caps2",0.82016348773843,"DD",0.756488771589733
"50",8,"AU023762",0.825613079019084,"DD",0.73097896373867
"51",8,"Hist1h4d",0.826521344232526,"DD",0.270394926064412
"52",8,"Gm41231",0.829246139872853,"DD",0.636172129960589
"53",8,"Gm5741",0.841961852861046,"DD",0.710416443929602
"54",8,"Xlr3a",0.842870118074488,"DD",3.33227549456748
"55",8,"Dlx6os1",0.869209809264316,"DD",0.213735906906324
"56",8,"Them4",0.870118074477758,"DD",0.224980720423347
"57",8,"Baiap2",0.871934604904643,"DD",0.265397187522683
"58",8,"Qsox1",0.876475930971855,"DD",0.232489721799234
"59",8,"Pak1",0.891916439600375,"DD",1.31550209525706
"60",8,"Zfp935",0.947320617620357,"DD",3.36983892003794
