"","clust","gene.name","tail.prob.phi","class.phi","estimated.dispersion"
"1",3,"Ramp1",0.760217983651235,"DD",0.00925401821755862
"2",3,"Mmp2",0.760217983651235,"DD",0.0104213985815412
"3",3,"Kcnip2",0.760217983651235,"DD",0.00903182073125675
"4",3,"Tacr3",0.761126248864678,"DD",0.00911766690064265
"5",3,"Rnf207",0.761126248864678,"DD",0.0120283515184257
"6",3,"Olfr212",0.761126248864678,"DD",0.0096091785237387
"7",3,"Gm45271",0.761126248864678,"DD",0.0108917470764399
"8",3,"C230057M02Rik",0.761126248864678,"DD",0.02550483252833
"9",3,"Trdn",0.76203451407812,"DD",0.00996855376664354
"10",3,"Tm6sf2",0.762942779291563,"DD",0.00900118268905107
"11",3,"Plppr4",0.763851044505005,"DD",0.00992701771861937
"12",3,"Tbc1d30",0.763851044505005,"DD",0.0114015725785143
"13",3,"Scn9a",0.764759309718447,"DD",0.00963270486520582
"14",3,"6530403H02Rik",0.764759309718447,"DD",0.012165201047428
"15",3,"P2ry6",0.764759309718447,"DD",0.0114330021716954
"16",3,"Abhd12b",0.764759309718447,"DD",0.00999353669994458
"17",3,"Rgs13",0.766575840145332,"DD",0.00988807605584137
"18",3,"Ksr2",0.767484105358774,"DD",0.109006345968862
"19",3,"Kcnip4",0.767484105358774,"DD",0.0112531307129059
"20",3,"Foxr1",0.768392370572217,"DD",0.010817443952752
"21",3,"Calhm2",0.768392370572217,"DD",0.00986708921686189
"22",3,"Serping1",0.769300635785659,"DD",0.23621404961122
"23",3,"Rasgrf1",0.771117166212544,"DD",0.00981196832912972
"24",3,"Fank1",0.772025431425986,"DD",0.00868217349169843
"25",3,"Gm26796",0.772933696639428,"DD",0.0090984501369245
"26",3,"Tac1",0.774750227066313,"DD",0.0101211573950709
"27",3,"Rnf112",0.775658492279755,"DD",0.00968105286693973
"28",3,"Syt6",0.776566757493198,"DD",0.00953783051594801
"29",3,"Fam196a",0.776566757493198,"DD",0.00921313140230509
"30",3,"Gm13016",0.779291553133525,"DD",0.00986103941748055
"31",3,"Tex14",0.779291553133525,"DD",0.00970383433602415
"32",3,"Gjd2",0.780199818346967,"DD",0.00952449474954834
"33",3,"Rprml",0.781108083560409,"DD",0.0125487582134067
"34",3,"Slc24a3",0.782924613987294,"DD",0.010024664913715
"35",3,"Hpca",0.782924613987294,"DD",0.0389490228764601
"36",3,"Gm4166",0.782924613987294,"DD",0.00971856762834627
"37",3,"Sh2d7",0.786557674841063,"DD",0.0109173478384011
"38",3,"C2cd4b",0.796548592188929,"DD",0.0156132718153362
"39",3,"Kcnk12",0.796548592188929,"DD",0.0432438905064928
"40",3,"Gm48239",0.798365122615814,"DD",0.00988560240496124
"41",3,"Bcas1",0.799273387829256,"DD",0.0245788119758197
"42",3,"Sphkap",0.801089918256141,"DD",0.00887293165476483
"43",3,"Uncx",0.801089918256141,"DD",0.012214384213026
"44",3,"Phyhipl",0.832879200726623,"DD",0.262189613559942
"45",3,"Nr2f2",0.851952770208912,"DD",0.00940746598032249
"46",3,"Cdca3",0.854677565849239,"DD",33.0788357182805
"47",3,"Kif20a",0.915531335149875,"DD",27.7264529498766
"48",3,"Incenp",0.930063578564953,"DD",20.7961417181371
