"","clust","gene.name","tail.prob.mu","class.mu","estimated.mean"
"1",8,"Mirt1",0.630336058128981,"DE",0.220559443412708
"2",8,"Gm12968",0.631244323342423,"DE",0.234632201559788
"3",8,"Caln1",0.631244323342423,"DE",0.218554991751942
"4",8,"Fam26f",0.631244323342423,"DE",0.224352565615374
"5",8,"Lrrc63",0.631244323342423,"DE",0.200570578624341
"6",8,"Fgf14",0.631244323342423,"DE",0.209774869777288
"7",8,"Tubb6",0.631244323342423,"DE",0.216563511210002
"8",8,"Gm26808",0.632152588555866,"DE",0.183876378409088
"9",8,"Txlnb",0.632152588555866,"DE",0.203844943730908
"10",8,"Rspo2",0.632152588555866,"DE",0.204508563342415
"11",8,"Scn9a",0.633060853769308,"DE",0.209261553460209
"12",8,"Gm30191",0.633060853769308,"DE",0.211253238776047
"13",8,"Tmc3",0.633060853769308,"DE",0.200533361594862
"14",8,"Ncald",0.633060853769308,"DE",0.212179626210079
"15",8,"Pgm5",0.633060853769308,"DE",0.213505827248009
"16",8,"Frmpd1os",0.63396911898275,"DE",0.21727422363088
"17",8,"Tnc",0.63396911898275,"DE",0.222003376983639
"18",8,"Rbm24",0.63396911898275,"DE",0.214109468103924
"19",8,"Ptf1a",0.634877384196193,"DE",0.210296875866581
"20",8,"0610005C13Rik",0.634877384196193,"DE",0.218573303518354
"21",8,"Asic2",0.634877384196193,"DE",0.193901227519063
"22",8,"Adgrv1",0.634877384196193,"DE",0.230105593845231
"23",8,"Nfam1",0.634877384196193,"DE",0.207593237224503
"24",8,"Ldb3",0.635785649409635,"DE",0.230755629927251
"25",8,"Rec8",0.635785649409635,"DE",0.209456168278824
"26",8,"Elmod1",0.635785649409635,"DE",0.213408888342844
"27",8,"Gm3693",0.635785649409635,"DE",0.223087693769713
"28",8,"Pappa2",0.636693914623077,"DE",0.219884518930312
"29",8,"Gm28196",0.636693914623077,"DE",0.209093458899261
"30",8,"Gm12524",0.636693914623077,"DE",0.201058929704838
"31",8,"Ebf3",0.636693914623077,"DE",0.236203582021359
"32",8,"Lyl1",0.636693914623077,"DE",0.217112007848463
"33",8,"Lingo1",0.636693914623077,"DE",0.239603505837672
"34",8,"Parp3",0.636693914623077,"DE",0.217696178643527
"35",8,"P2rx5",0.636693914623077,"DE",0.216824135943494
"36",8,"Rsad2",0.636693914623077,"DE",0.206372463860037
"37",8,"2310026L22Rik",0.63760217983652,"DE",0.214091141478815
