"","clust","gene.name","tail.prob.mu","class.mu","estimated.mean"
"1",2,"Kctd12",0.631244323342423,"DE",1.39709043853171
"2",2,"Fgf14",0.631244323342423,"DE",0.258590899248002
"3",2,"Nptxr",0.631244323342423,"DE",0.928542607398846
"4",2,"Cldn3",0.632152588555866,"DE",0.322337745519503
"5",2,"Nfatc4",0.63396911898275,"DE",0.276792854743917
"6",2,"Gm3693",0.635785649409635,"DE",0.319344942581834
"7",2,"P2rx5",0.636693914623077,"DE",0.367914870322488
"8",2,"Btc",0.638510445049962,"DE",0.350422845306494
"9",2,"4932443L11Rik",0.638510445049962,"DE",0.0121980921964649
"10",2,"Col23a1",0.638510445049962,"DE",0.320094225614199
"11",2,"Gm13219",0.639418710263404,"DE",0.312021059654542
"12",2,"Gm19554",0.641235240690289,"DE",0.437745067653053
"13",2,"Mecom",0.642143505903731,"DE",0.0125566242288797
"14",2,"Scn9a",0.643051771117174,"DE",0.297359633650233
"15",2,"Car2",0.643960036330616,"DE",0.0129035522189875
"16",2,"Tmem132c",0.643960036330616,"DE",0.067328150688934
"17",2,"Dlk1",0.644868301544058,"DE",0.385726278435722
"18",2,"Slc8a3",0.645776566757501,"DE",0.370932365236585
"19",2,"Rin3",0.645776566757501,"DE",0.0127390689965037
"20",2,"Pdyn",0.648501362397828,"DE",0.322910766412945
"21",2,"Rph3a",0.648501362397828,"DE",0.396710852964149
"22",2,"Dlx5",0.648501362397828,"DE",0.013083797227706
"23",2,"Trpm2",0.648501362397828,"DE",0.345844198934361
"24",2,"Helt",0.650317892824713,"DE",0.0127607027493902
"25",2,"Fam107a",0.650317892824713,"DE",0.260566773966235
"26",2,"Mirt1",0.650317892824713,"DE",0.341223144296082
"27",2,"Rit2",0.652134423251597,"DE",0.33534658418146
"28",2,"Sobp",0.658492279745694,"DE",7.73205249535107
"29",2,"Ccnb2",0.658492279745694,"DE",1.19944959955687
"30",2,"Tbc1d30",0.659400544959136,"DE",0.377326421989406
"31",2,"Rspo2",0.662125340599463,"DE",0.411080452581367
"32",2,"Dync1i1",0.66485013623979,"DE",1.44346816512942
"33",2,"Sptbn1",0.66485013623979,"DE",14.1489273515501
