"","clust","gene.name","tail.prob.mu","class.mu","estimated.mean"
"1",6,"Stac",0.631244323342423,"DE",0.0156297221666734
"2",6,"Tubb6",0.631244323342423,"DE",0.0812515381583044
"3",6,"Ly6g6e",0.633060853769308,"DE",3.44456514528807
"4",6,"Lamp5",0.641235240690289,"DE",0.081232261943931
"5",6,"Sult4a1",0.643051771117174,"DE",5.45981889756569
"6",6,"Snap91",0.645776566757501,"DE",1.40268079330191
"7",6,"Ppp1r16b",0.647593097184386,"DE",0.301364780948875
"8",6,"Zcchc12",0.647593097184386,"DE",0.0307007265643388
"9",6,"Kit",0.647593097184386,"DE",1.28657708862185
"10",6,"Dlx5",0.648501362397828,"DE",0.0312429828399742
"11",6,"Aplp1",0.64940962761127,"DE",27.7467316995706
"12",6,"Cdkn1c",0.653950953678482,"DE",170.94319110762
"13",6,"Stra6",0.656675749318809,"DE",0.356311331600497
"14",6,"Lrrc7",0.659400544959136,"DE",3.73456499001946
"15",6,"Crtac1",0.659400544959136,"DE",0.637582870017757
"16",6,"Gm27004",0.66485013623979,"DE",0.0460822003189939
"17",6,"Wwtr1",0.666666666666675,"DE",0.504985358840191
"18",6,"Fam19a2",0.666666666666675,"DE",0.0150963223083547
"19",6,"Gm28175",0.675749318801098,"DE",0.0149706641666408
"20",6,"B230334C09Rik",0.675749318801098,"DE",1.48606683110507
"21",6,"Sez6",0.683923705722079,"DE",12.6971784278191
"22",6,"P2ry1",0.684831970935521,"DE",0.0154108901013213
"23",6,"Kbtbd11",0.688465031789291,"DE",0.289394429668197
"24",6,"Pclaf",0.689373297002733,"DE",8.96530960326496
"25",6,"Depdc7",0.693006357856502,"DE",0.155425997789771
"26",6,"Dlx2",0.698455949137156,"DE",0.0793969073821992
"27",6,"Tmc3",0.699364214350599,"DE",0.443525006239539
"28",6,"Dctd",0.700272479564041,"DE",1.10264226758675
"29",6,"Nrxn3",0.702089009990926,"DE",0.457969546049209
"30",6,"Hecw1",0.706630336058138,"DE",6.81098092307691
"31",6,"Chl1",0.71934604904633,"DE",0.503145697345739
"32",6,"Cdc42ep2",0.722070844686657,"DE",0.859452999247394
"33",6,"Phactr3",0.733878292461408,"DE",3.51781128671021
"34",6,"Scn3a",0.73478655767485,"DE",1.96894268355777
"35",6,"Hist1h1e",0.73478655767485,"DE",0.876758296049094
"36",6,"Cacna1b",0.738419618528619,"DE",0.599169894465545
"37",6,"Mid2",0.7465940054496,"DE",0.0150961383215777
"38",6,"Fam159b",0.749318801089927,"DE",0.0158894820545269
"39",6,"Mlf1",0.754768392370581,"DE",0.117635383413846
"40",6,"Lingo1",0.756584922797466,"DE",0.656193040159785
"41",6,"Tenm1",0.760217983651235,"DE",0.623233020975694
"42",6,"Gm28209",0.76566757493189,"DE",0.66984823962967
"43",6,"Cdc25c",0.768392370572217,"DE",0.954118915279904
"44",6,"Sh3bp5",0.771117166212544,"DE",6.42640148415657
"45",6,"Sfxn3",0.772933696639428,"DE",3.92792330599637
"46",6,"Ripply2",0.775658492279755,"DE",0.216514568145304
"47",6,"Abcd4",0.776566757493198,"DE",12.9506040158711
"48",6,"Fam111a",0.781108083560409,"DE",0.0981335845924869
"49",6,"Kcnh3",0.793823796548602,"DE",0.0978743729439627
"50",6,"St8sia3",0.799273387829256,"DE",1.87920947910746
"51",6,"Ddah1",0.801998183469583,"DE",1.26326555908286
"52",6,"Bhlhe22",0.817438692098103,"DE",21.8140749286755
"53",6,"Ndufa4l2",0.821980018165315,"DE",2.17509861734139
"54",6,"Hist1h2bp",0.824704813805642,"DE",0.114322450219536
"55",6,"Kcng1",0.833787465940065,"DE",1.21725999259327
"56",6,"Akap6",0.837420526793834,"DE",0.895707979412346
"57",6,"4833418N02Rik",0.841961852861046,"DE",0.934724361490306
"58",6,"Shtn1",0.846503178928258,"DE",0.93208936256302
"59",6,"Car11",0.850136239782027,"DE",0.933904021042525
"60",6,"Rgs2",0.857402361489566,"DE",17.6010562587921
"61",6,"Cldn3",0.860127157129893,"DE",0.981019160967622
"62",6,"Synpr",0.861035422343335,"DE",3.83653128163981
"63",6,"Sez6l2",0.871934604904643,"DE",2.52118874977298
"64",6,"Slc35f4",0.884650317892836,"DE",0.998098187600066
"65",6,"Cnrip1",0.896457765667586,"DE",6.71346635139894
"66",6,"Taok3",0.916439600363318,"DE",4.6262833021339
"67",6,"Ppfia2",0.922797456857414,"DE",1.40163042692653
"68",6,"Robo2",0.940962761126261,"DE",29.905191381417
"69",6,"Tuba4a",0.943687556766588,"DE",19.7337436464727
"70",6,"Elovl7",0.955495004541338,"DE",1.45830156695588
"71",6,"Ulk4",0.960944595821992,"DE",13.1876027907238
"72",6,"Sox1",0.963669391462319,"DE",1.21341460248325
"73",6,"Calb2",0.970027247956416,"DE",2.41012913678321
"74",6,"Fam107a",0.973660308810185,"DE",2.71280919637841
"75",6,"Nr2e1",0.985467756584935,"DE",1.91742905905344
"76",6,"Serpinb2",0.993642143505917,"DE",6.23115638527189
"77",6,"Nhlh1",0.999091734786571,"DE",53.3135608378504
"78",6,"Jun",1.00000000000001,"DE",2.53421228490617
