"","gene.name","mean.exp","mean.disp","mean.disp2","opt.exp","opt.disp","opt.disp2"
"615","Necab1",2.71118940629078,3.66677559787715,1.28574339448553,0.534968210717536,0.659400544959136,0.348773841961856
"616","Calb1",2.55807968637761,3.28717253364246,1.35050090347375,0.472297910990014,0.574931880108998,0.384196185286107
"617","Nkain3",3.1496574089545,1.40348340271072,2.47095300438178,1.00000000000001,0.137148047229791,0.898274296094471
"618","Prdm13",4.88975785004686,4.10790594196109,1.97054189809502,0.998183469573128,0.818346957311545,0.635785649409635
"619","Pou3f2",1.68450846273074,2.16512607192172,1.58184264237837,0.00544959128065395,0.327883742052682,0.481380563124438
"620","Mms22l",3.18163492482112,1.37619086255277,1.66728359675842,1.00000000000001,0.0935513169845595,0.554950045413267
"621","Fut9",2.15034325355618,2.25952303024674,1.23742684880352,0.0145322434150772,0.375113533151684,0.351498637602183
"622","Bach2",0.65039418627058,1.27645567465701,1.8471793075086,0,0.0890099909173478,0.678474114441425
"623","Rragd",1.59827070227663,2.22721704223531,1.51520005977532,0.00272479564032698,0.353315168029068,0.479564032697553
"624","Cnr1",3.85790571578111,2.64188899337954,2.60614044576564,1.00000000000001,0.76203451407812,0.940962761126261
"625","Akirin2",0.446375207719297,1.72257682702013,1.56158553146399,0,0.20254314259764,0.506811989100823
"626","Cfap206",2.66972384096268,3.34713665635944,1.3551932310723,0.508628519527708,0.59491371480473,0.382379654859223
"627","Lingo2",4.01681422498742,3.66138582759898,1.37812636436372,0.997275204359686,0.834695731153507,0.399636693914627
"628","1110017D15Rik",0.980649660919462,1.55077058844933,1.20208042201682,0.0036330608537693,0.209809264305178,0.348773841961856
"629","Cntfr",0.549473255772619,2.43723142674977,1.71341548403916,0,0.42779291553134,0.671207992733886
"630","Ccl27a",1.54173858002004,1.2018931948724,1.08784610236835,0.00635785649409627,0.0817438692098092,0.257947320617622
"631","Phf24",3.42990021683131,3.36723092805839,1.22988600821742,0.888283378746605,0.70753860127158,0.337874659400548
"632","Arhgef39",3.89615648530054,4.4342461941982,1.42058953795507,1.00000000000001,0.949137148047242,0.402361489554954
"633","Tpm2",2.38633631850775,2.25628765532907,1.88541860173734,0.384196185286107,0.380563124432338,0.620345140781115
"634","Melk",3.4773280728952,4.19371165195271,2.4322723215703,1.00000000000001,0.950045413260684,0.939146230699376
"635","Frmpd1os",2.66238793934872,3.42539393616405,1.25112559414978,0.514986376021804,0.620345140781115,0.35422343324251
"636","Shb",3.7138106499421,3.33537145504233,1.18664560585782,1.00000000000001,0.791099000908275,0.325158946412355
"637","Igfbpl1",2.79815787503967,2.99944996498152,2.19108863212921,1.00000000000001,1.00000000000001,1.00000000000001
"638","Anp32b",1.01059959575004,1.53980393983126,1.13384177716832,0,0.0999091734786557,0.262488646684834
"639","Gabbr2",3.15476209007901,4.07153804109433,1.3061872381236,0.67665758401454,0.771117166212544,0.361489554950049
"640","Nr4a3",4.49569088095274,4.54744966202414,1.23403045144739,0.980018165304281,0.853769300635796,0.347865576748414
"641","Tmeff1",0.48844384803816,1.89599528126687,1.94129729583187,0,0.186194368755678,0.7229791099001
"642","Plppr1",2.49972959811753,1.34356051052674,1.4643659504672,0.4977293369664,0.113533151680291,0.442325158946417
"643","Acnat2",3.11364986626454,3.57458718440392,1.68814857559516,0.683015440508637,0.639418710263404,0.533151680290651
"644","Smc2",2.84408489392509,2.17117922161182,1.61130926745288,1.00000000000001,0.220708446866486,0.656675749318809
"645","Nipsnap3b",0.546292273380551,2.19104156729501,1.74183954724323,0,0.372388737511357,0.591280653950961
"646","Klf4",3.2844797316523,2.1915222806572,2.18731114492103,1.00000000000001,0.386920980926434,0.76566757493189
"647","Lpar1",3.82683345459533,2.25401659415748,2.26964811637739,1.00000000000001,0.38510445049955,0.778383287920082
